numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
07027;20231205060000;100600;230;3;270;6.800000;280.450000;277.750000;83;56440;0;mq;mq;100;8;800;mq;mq;mq;99790;mq;mq;820;280.350000;mq;282.350000;mq;279.850000;mq;mq;10.100000;10.900000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.200000;4.400000;mq;mq;mq;mq;5;mq;690;6;mq;840;7;mq;1020;mq;mq;mq;
07037;20231205060000;100330;250;3;290;6.200000;279.350000;278.750000;96;9220;50;mq;mq;100;8;150;mq;mq;mq;98430;mq;mq;180;279.250000;mq;281.450000;mq;279.250000;mq;mq;10.300000;11.200000;-10;mq;0.000000;mq;mq;-0.100000;1.000000;3.600000;9.900000;14.900000;mq;mq;mq;mq;8;mq;180;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07072;20231205060000;100120;60;3;230;5.900000;279.650000;277.850000;88;19560;61;mq;mq;100;8;450;mq;mq;mq;98970;mq;mq;-750;279.650000;mq;282.650000;mq;278.850000;mq;mq;10.200000;10.800000;-10;2;0.000000;mq;mq;0.400000;0.400000;0.400000;2.200000;6.400000;mq;mq;mq;mq;3;mq;450;4;mq;600;7;mq;780;mq;8;mq;
07110;20231205060000;101300;110;3;300;4.700000;280.150000;274.850000;69;51210;0;mq;mq;75;6;1250;mq;mq;mq;100100;mq;mq;2050;279.850000;mq;280.950000;mq;276.650000;mq;mq;9.900000;10.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;4.800000;mq;mq;mq;mq;5;mq;1050;6;mq;1410;mq;mq;mq;mq;mq;mq;
07117;20231205060000;101030;130;3;280;8.100000;281.850000;276.050000;67;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;100330;mq;mq;1830;280.450000;mq;282.250000;mq;mq;mq;mq;16.200000;17.300000;-10;mq;mq;mq;mq;0.000000;0.000000;0.200000;0.800000;3.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07130;20231205060000;101020;130;3;270;6.300000;278.550000;275.750000;82;39080;0;mq;mq;mq;0;mq;mq;mq;mq;100560;mq;mq;1460;278.250000;mq;281.950000;mq;279.850000;mq;mq;10.000000;10.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;11.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07139;20231205060000;100700;200;3;260;5.000000;279.850000;277.550000;85;20000;0;mq;mq;90;6;800;mq;mq;mq;98940;mq;mq;670;279.050000;mq;281.550000;mq;279.750000;mq;mq;9.000000;9.700000;-10;2;0.000000;mq;mq;0.000000;0.600000;1.400000;2.600000;7.200000;mq;mq;mq;mq;4;mq;690;6;mq;1410;7;mq;1620;mq;mq;mq;
07149;20231205060000;100380;200;3;240;6.100000;279.450000;278.450000;93;5310;61;6;6;100;8;450;mq;mq;mq;99290;mq;mq;-130;279.450000;mq;282.850000;mq;mq;mq;mq;9.500000;11.400000;-10;2;0.000000;mq;mq;1.000000;5.200000;5.200000;5.600000;13.200000;mq;mq;mq;mq;6;mq;420;8;mq;600;mq;8;mq;mq;mq;mq;
07168;20231205060000;100490;100;3;230;8.600000;279.450000;277.450000;87;19180;61;mq;mq;100;8;800;mq;mq;mq;99060;mq;mq;-420;279.450000;mq;282.650000;mq;278.850000;mq;mq;12.100000;14.500000;-10;2;0.000000;mq;mq;-0.100000;-0.100000;-0.100000;1.000000;4.400000;mq;mq;mq;mq;8;mq;600;mq;9;mq;mq;mq;mq;mq;mq;mq;
07181;20231205060000;100470;30;3;210;9.900000;278.350000;277.150000;92;5860;60;mq;mq;100;8;450;mq;mq;mq;96280;mq;mq;-650;278.350000;mq;280.450000;mq;277.450000;mq;mq;14.200000;14.200000;-10;mq;mq;mq;mq;0.200000;0.200000;1.800000;2.600000;5.400000;mq;mq;mq;mq;8;mq;390;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07190;20231205060000;100620;60;2;200;6.200000;278.650000;276.450000;86;58330;0;mq;mq;90;1;250;mq;mq;mq;98780;mq;mq;-890;274.850000;mq;278.650000;mq;273.150000;mq;mq;8.600000;10.200000;-10;mq;0.000000;mq;mq;0.000000;-0.100000;-0.100000;-0.100000;0.400000;mq;mq;mq;mq;1;mq;270;7;mq;2040;7;mq;2880;mq;8;mq;
07207;20231205060000;101320;130;3;310;11.500000;282.750000;275.150000;59;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;100800;mq;mq;2000;281.950000;mq;283.150000;mq;mq;mq;mq;17.900000;18.300000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;1.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07222;20231205060000;101240;130;3;280;4.800000;279.550000;274.450000;70;50220;0;mq;mq;mq;1;2250;mq;mq;mq;100920;mq;mq;1510;279.350000;mq;282.150000;mq;277.950000;mq;mq;7.700000;8.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;6.100000;mq;mq;mq;mq;1;mq;2040;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07240;20231205060000;100950;110;3;250;6.800000;278.850000;274.950000;76;60000;0;mq;mq;100;5;800;mq;mq;mq;99580;mq;mq;640;278.450000;mq;282.950000;mq;277.550000;mq;mq;10.500000;11.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;-0.100000;-0.100000;2.600000;mq;mq;mq;mq;5;mq;720;8;mq;3660;mq;mq;mq;mq;mq;mq;
07255;20231205060000;101010;90;3;240;6.900000;278.050000;274.550000;78;17650;61;mq;mq;mq;mq;mq;mq;mq;mq;98980;mq;mq;290;277.750000;mq;283.350000;mq;276.850000;mq;mq;12.000000;13.200000;-10;mq;0.000000;mq;mq;-0.100000;-0.100000;1.000000;1.000000;1.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07280;20231205060000;100880;90;3;220;6.100000;278.950000;276.250000;83;33250;61;mq;mq;100;3;800;mq;mq;mq;98210;mq;mq;-340;278.350000;mq;280.750000;mq;277.350000;mq;mq;10.700000;10.700000;-10;2;0.000000;mq;mq;0.200000;0.200000;0.200000;1.800000;2.200000;mq;mq;mq;mq;1;mq;660;3;mq;1320;8;mq;1860;mq;8;mq;
07299;20231205060000;100890;60;2;190;1.800000;277.950000;275.150000;82;60000;0;mq;mq;mq;5;1250;mq;mq;mq;97580;mq;mq;-670;274.050000;mq;277.950000;mq;274.850000;mq;mq;4.700000;4.800000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.800000;0.800000;2.000000;mq;mq;mq;mq;5;mq;1110;5;mq;2880;mq;mq;mq;mq;mq;mq;
07314;20231205060000;101370;60;3;310;9.200000;283.550000;278.950000;73;10000;2;2;mq;100;8;800;37;mq;mq;101090;mq;mq;1250;282.250000;mq;285.050000;mq;mq;mq;mq;13.600000;19.800000;-10;2;mq;mq;mq;0.200000;1.000000;1.400000;1.800000;2.800000;mq;mq;mq;mq;8;7;700;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07335;20231205060000;101270;110;2;240;4.700000;276.750000;274.650000;86;56650;0;mq;mq;mq;0;mq;mq;mq;mq;99790;mq;mq;860;276.150000;mq;282.150000;mq;277.650000;mq;mq;6.900000;7.200000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;6.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07434;20231205060000;101420;40;3;230;3.300000;276.650000;275.950000;95;19930;0;mq;mq;100;8;250;mq;mq;mq;96540;mq;mq;540;276.450000;mq;280.850000;mq;276.950000;mq;mq;5.000000;6.100000;-10;mq;0.000000;mq;mq;0.000000;-0.100000;-0.100000;1.000000;8.400000;mq;mq;mq;mq;2;mq;270;3;mq;780;7;mq;1230;mq;mq;mq;
07460;20231205060000;101300;10;3;230;3.900000;278.150000;272.750000;68;47830;0;mq;mq;mq;2;1250;mq;mq;mq;97290;mq;mq;300;277.950000;mq;283.550000;mq;273.950000;mq;mq;6.500000;11.900000;-10;mq;0.000000;mq;mq;0.000000;-0.100000;-0.100000;1.200000;mq;mq;mq;mq;mq;2;mq;1110;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07471;20231205060000;mq;20;1;280;2.900000;274.350000;272.250000;86;15340;70;mq;mq;90;7;800;mq;mq;mq;91550;92500;750;60;274.150000;mq;278.750000;mq;273.150000;mq;mq;6.400000;6.400000;-10;mq;0.000000;mq;mq;-0.100000;-0.100000;0.800000;0.800000;1.200000;mq;mq;mq;mq;7;mq;900;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07481;20231205060000;101280;100;1;200;2.300000;278.750000;274.850000;76;40000;1;2;2;60;5;1250;35;20;10;98360;mq;mq;-90;278.750000;mq;281.550000;mq;mq;mq;mq;3.800000;5.500000;-10;1;0.000000;0.000000;-60;0.000000;0.200000;0.200000;0.200000;0.600000;mq;mq;mq;mq;2;6;1400;5;6;2400;mq;mq;mq;mq;mq;mq;
07510;20231205060000;101610;20;1;220;2.900000;278.850000;277.350000;90;19900;0;mq;mq;mq;2;1250;mq;mq;mq;101020;mq;mq;870;278.550000;mq;283.150000;mq;274.850000;mq;mq;6.800000;7.800000;-10;2;0.000000;mq;mq;0.200000;0.600000;0.800000;1.400000;18.000000;mq;mq;mq;mq;2;mq;1350;3;mq;1920;mq;mq;mq;mq;mq;mq;
07535;20231205060000;101640;10;2;210;2.300000;277.650000;276.750000;94;19730;0;mq;mq;mq;2;1250;mq;mq;mq;98450;mq;mq;590;277.450000;mq;282.450000;mq;277.650000;mq;mq;4.900000;5.900000;-10;mq;0.000000;mq;mq;-0.100000;-0.100000;-0.100000;1.600000;3.200000;mq;mq;mq;mq;1;mq;1050;3;mq;1920;mq;mq;mq;mq;mq;mq;
07558;20231205060000;101540;0;5;290;6.900000;276.450000;273.650000;82;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;93070;mq;mq;150;276.350000;mq;279.050000;mq;274.150000;mq;mq;11.900000;13.800000;-10;mq;0.000000;mq;mq;0.000000;-0.100000;0.200000;3.400000;6.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07577;20231205060000;101390;50;3;210;1.300000;277.750000;277.150000;96;4420;10;mq;mq;mq;mq;mq;mq;mq;mq;100480;mq;mq;-210;277.750000;mq;280.250000;mq;277.250000;mq;mq;1.900000;4.400000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.200000;0.200000;6.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07591;20231205060000;mq;90;6;330;0.500000;272.450000;271.650000;94;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;90990;mq;mq;-690;mq;272.050000;mq;273.950000;mq;mq;mq;mq;mq;mq;mq;0.160000;mq;mq;0.600000;0.800000;2.000000;5.800000;8.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07607;20231205060000;101830;20;3;200;3.000000;279.950000;278.850000;93;55300;0;mq;mq;mq;1;1250;mq;mq;mq;101100;mq;mq;890;275.450000;mq;283.650000;mq;277.650000;mq;mq;4.500000;5.300000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;1.600000;4.800000;mq;mq;mq;mq;1;mq;1410;3;mq;1740;5;mq;2460;mq;mq;mq;
07621;20231205060000;101980;0;5;220;2.700000;276.750000;275.450000;91;40130;0;mq;mq;75;5;800;mq;mq;mq;97530;mq;mq;950;276.750000;mq;282.650000;mq;276.850000;mq;mq;4.200000;5.000000;-10;2;0.000000;mq;mq;-0.100000;0.200000;0.400000;6.600000;7.000000;mq;mq;mq;mq;1;mq;930;3;mq;1230;5;mq;1440;mq;8;mq;
07627;20231205060000;101920;10;3;270;2.300000;279.750000;275.250000;73;20000;0;mq;mq;100;8;1250;mq;mq;mq;96920;mq;mq;770;278.350000;mq;281.350000;mq;280.850000;mq;mq;4.300000;5.700000;-10;1;0.000000;mq;mq;0.000000;-0.100000;0.400000;3.200000;3.600000;mq;mq;mq;mq;4;mq;1230;5;mq;1500;8;mq;1920;mq;mq;mq;
07630;20231205060000;101800;30;3;250;5.600000;279.550000;277.250000;85;48350;0;mq;mq;mq;3;1750;mq;mq;mq;99960;mq;mq;700;279.550000;mq;283.650000;mq;277.750000;mq;mq;7.600000;7.800000;-10;2;0.000000;mq;mq;0.000000;0.200000;0.600000;2.200000;2.600000;mq;mq;mq;mq;2;mq;1920;3;mq;2220;mq;mq;mq;mq;mq;mq;
07650;20231205060000;101390;30;3;230;1.600000;279.850000;279.150000;95;18650;0;mq;mq;90;7;1250;mq;mq;mq;101000;mq;mq;-310;278.150000;mq;281.850000;mq;276.650000;mq;mq;3.100000;3.100000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;8.500000;mq;mq;mq;mq;3;mq;1320;7;mq;1500;7;mq;2160;mq;mq;mq;
07661;20231205060000;mq;mq;mq;320;10.700000;mq;mq;mq;10000;1;2;mq;60;5;1250;35;20;10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;14.000000;14.500000;-10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;5;6;1300;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07690;20231205060000;101160;-100;7;330;5.300000;278.850000;276.150000;83;40000;1;2;2;75;5;450;35;23;10;100840;mq;mq;-920;278.850000;mq;279.950000;mq;278.150000;mq;mq;6.900000;6.900000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;1.400000;6.200000;mq;mq;mq;mq;5;6;570;2;3;2500;mq;mq;mq;mq;mq;mq;
07747;20231205060000;101650;70;3;310;5.100000;283.450000;274.550000;54;59270;0;mq;mq;mq;3;1250;mq;mq;mq;101110;mq;mq;450;280.550000;mq;286.450000;mq;278.250000;mq;mq;10.900000;10.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.200000;0.200000;mq;mq;mq;mq;3;mq;1470;3;mq;1920;mq;mq;mq;mq;mq;mq;
07761;20231205060000;101220;70;3;40;2.100000;281.350000;280.750000;96;59610;0;mq;mq;mq;1;1750;mq;mq;mq;101110;mq;mq;-860;281.150000;mq;285.250000;mq;279.350000;mq;mq;3.000000;4.000000;-10;mq;0.000000;mq;mq;0.000000;-0.100000;0.200000;40.600000;47.900000;mq;mq;mq;mq;1;mq;1980;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07790;20231205060000;101080;-10;5;290;7.400000;283.850000;280.750000;81;32840;0;mq;mq;mq;3;800;mq;mq;mq;100930;mq;mq;-980;281.150000;mq;284.050000;mq;280.350000;mq;mq;11.500000;11.800000;-10;mq;0.000000;mq;mq;0.000000;0.000000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;2;mq;600;3;mq;810;mq;mq;mq;mq;mq;mq;
61968;20231205060000;101240;100;1;100;3.600000;303.150000;298.450000;76;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101190;mq;mq;-30;mq;300.350000;mq;305.650000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61970;20231205060000;101340;120;1;170;2.900000;304.750000;295.450000;58;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101230;mq;mq;-20;mq;298.450000;mq;306.850000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61972;20231205060000;101340;140;1;30;2.100000;301.550000;295.750000;71;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101270;mq;mq;-10;mq;296.150000;mq;304.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61976;20231205060000;101300;10;0;180;5.600000;302.450000;293.850000;60;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101210;mq;mq;-70;mq;298.950000;mq;303.550000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61980;20231205060000;101330;-50;8;100;6.900000;302.250000;293.650000;60;19820;0;mq;mq;mq;1;800;mq;mq;mq;101180;mq;mq;-60;mq;mq;mq;mq;mq;mq;mq;10.400000;10.400000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;990;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61996;20231205060000;102120;50;8;70;1.800000;290.250000;284.250000;68;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101770;mq;mq;-450;mq;283.550000;mq;290.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61997;20231205060000;99470;410;8;350;11.000000;278.950000;278.950000;100;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;97720;mq;mq;-1900;mq;278.050000;mq;282.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.200000;0.200000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61998;20231205060000;100980;10;3;220;2.600000;281.950000;271.550000;48;60000;1;mq;mq;25;1;1250;31;20;11;100610;mq;mq;mq;274.550000;mq;mq;mq;273.150000;mq;mq;mq;6.700000;-10;mq;mq;mq;mq;0.000000;mq;mq;mq;0.000000;mq;mq;mq;mq;1;8;1080;mq;mq;mq;mq;mq;mq;mq;mq;mq;
67005;20231205060000;101280;90;0;340;4.000000;303.150000;298.050000;74;20000;0;mq;mq;90;6;800;mq;mq;mq;101200;mq;mq;-30;mq;mq;mq;mq;mq;mq;mq;7.400000;8.300000;-10;mq;mq;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;27.900000;mq;mq;mq;mq;5;mq;690;6;mq;870;6;mq;1140;mq;mq;mq;
71805;20231205060000;100480;80;3;40;6.800000;274.450000;273.450000;93;19790;61;mq;mq;100;8;450;mq;mq;mq;100390;mq;mq;-750;273.350000;mq;274.550000;mq;274.850000;mq;mq;9.000000;9.200000;-10;mq;mq;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;3.400000;mq;mq;mq;mq;7;mq;300;8;mq;450;mq;mq;mq;mq;mq;mq;
78894;20231205060000;101660;120;8;60;7.000000;299.450000;293.550000;70;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101140;mq;mq;90;mq;299.450000;mq;304.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.400000;1.800000;1.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78897;20231205060000;101540;-160;8;60;1.900000;298.950000;296.050000;84;26990;mq;mq;mq;mq;mq;mq;mq;mq;mq;101450;mq;mq;10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;-0.100000;0.200000;0.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78922;20231205060000;101470;150;8;110;8.100000;300.150000;297.050000;83;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101030;mq;mq;-10;mq;297.950000;mq;302.750000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;2.000000;2.400000;2.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78925;20231205060000;101430;-150;8;90;3.600000;299.350000;297.050000;87;49850;0;mq;mq;mq;3;450;mq;mq;mq;101340;mq;mq;-30;mq;304.350000;mq;304.350000;mq;mq;mq;6.800000;6.800000;-10;mq;mq;mq;mq;-0.100000;-0.100000;3.500000;4.100000;4.500000;mq;mq;mq;mq;2;mq;540;3;mq;930;mq;mq;mq;mq;mq;mq;
81401;20231205060000;101050;160;8;0;0.000000;298.150000;297.850000;98;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100990;mq;mq;20;mq;296.350000;mq;308.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.200000;0.200000;0.200000;0.200000;0.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81405;20231205060000;101070;-140;6;80;6.400000;297.750000;296.750000;94;1140;65;mq;mq;90;7;250;mq;mq;mq;100980;mq;mq;-20;mq;mq;mq;mq;300.150000;mq;mq;9.900000;10.700000;-10;mq;mq;mq;mq;6.700000;6.700000;6.700000;6.700000;6.900000;mq;mq;mq;mq;2;mq;270;5;mq;570;7;mq;840;mq;8;mq;
81408;20231205060000;101000;180;6;0;0.000000;298.150000;297.450000;96;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100920;mq;mq;-70;mq;296.650000;mq;304.150000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;2.400000;2.800000;3.000000;3.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81415;20231205060000;101140;150;8;0;0.000000;297.050000;296.750000;98;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99920;mq;mq;0;mq;296.850000;mq;307.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;4.400000;4.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
89642;20231205060000;98430;-80;7;130;14.400000;272.650000;263.450000;46;30000;2;1;1;60;0;8000;30;20;12;97900;mq;mq;mq;mq;mq;mq;mq;274.150000;mq;mq;22.100000;30.900000;-60;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;5;0;6900;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07005;20231205090000;100450;320;2;300;4.500000;279.950000;279.550000;97;15800;0;mq;mq;mq;mq;mq;mq;mq;mq;99580;mq;mq;410;mq;mq;mq;mq;278.850000;mq;mq;7.700000;7.700000;-10;mq;0.000000;mq;mq;0.200000;0.600000;3.000000;3.000000;5.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20231205090000;100290;350;2;310;5.100000;278.450000;278.150000;98;4150;10;mq;mq;100;8;150;mq;mq;mq;99720;mq;mq;-20;mq;mq;mq;mq;278.250000;mq;mq;7.400000;8.900000;-10;mq;0.000000;mq;mq;-0.100000;-0.100000;0.800000;4.400000;6.400000;mq;mq;mq;mq;8;mq;120;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07020;20231205090000;100830;210;2;320;11.000000;282.450000;279.350000;81;12000;60;6;2;100;8;800;34;mq;mq;100720;mq;mq;1600;mq;mq;mq;mq;mq;mq;mq;14.700000;17.400000;-10;mq;mq;mq;mq;-0.100000;0.200000;0.800000;0.800000;2.000000;mq;mq;mq;mq;8;6;900;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07027;20231205090000;100850;240;1;290;5.300000;280.350000;279.150000;92;18080;0;mq;mq;100;8;450;mq;mq;mq;100030;mq;mq;1300;mq;mq;mq;mq;279.850000;mq;mq;7.800000;8.900000;-10;1;0.000000;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;4.400000;mq;mq;mq;mq;2;mq;510;4;mq;660;7;mq;1170;mq;mq;mq;
07037;20231205090000;100630;300;1;280;5.200000;279.350000;278.750000;96;11740;61;mq;mq;100;8;150;mq;mq;mq;98730;mq;mq;720;mq;mq;mq;mq;279.150000;mq;mq;8.700000;9.000000;-10;mq;0.000000;mq;mq;-0.100000;0.200000;1.200000;8.100000;14.900000;mq;mq;mq;mq;8;mq;150;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07072;20231205090000;100340;220;3;250;5.900000;280.050000;279.150000;94;11010;61;mq;mq;100;8;450;mq;mq;mq;99190;mq;mq;-330;mq;mq;mq;mq;278.650000;mq;mq;9.900000;11.000000;-10;2;0.000000;mq;mq;0.200000;0.400000;0.800000;0.800000;5.200000;mq;mq;mq;mq;8;mq;360;mq;8;mq;mq;mq;mq;mq;mq;mq;
07110;20231205090000;101460;170;3;290;5.100000;281.250000;276.650000;73;19980;0;mq;mq;mq;4;800;mq;mq;mq;100270;mq;mq;2030;mq;mq;mq;mq;276.650000;mq;mq;9.000000;11.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;3.800000;mq;mq;mq;mq;2;mq;930;3;mq;1110;mq;mq;mq;mq;mq;mq;
07117;20231205090000;101230;200;3;290;9.600000;282.550000;275.450000;61;20000;15;2;mq;75;3;800;38;27;10;100530;mq;mq;1980;mq;mq;mq;mq;mq;mq;mq;15.700000;17.600000;-10;1;mq;mq;mq;0.000000;0.800000;0.800000;1.000000;3.800000;mq;mq;mq;mq;2;8;600;3;6;800;1;3;2500;mq;mq;mq;
07130;20231205090000;101230;220;2;270;6.800000;279.650000;276.050000;78;14110;0;mq;mq;90;3;800;mq;mq;mq;100780;mq;mq;1870;mq;mq;mq;mq;279.750000;mq;mq;11.500000;11.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;1.600000;mq;mq;mq;mq;1;mq;990;3;mq;1260;7;mq;2280;mq;mq;mq;
07139;20231205090000;100930;230;1;250;4.800000;279.750000;277.950000;88;20000;0;mq;mq;100;8;450;mq;mq;mq;99170;mq;mq;1150;mq;mq;mq;mq;279.650000;mq;mq;7.500000;8.100000;-10;2;0.000000;mq;mq;-0.100000;-0.100000;0.600000;2.000000;5.000000;mq;mq;mq;mq;3;mq;510;7;mq;690;8;mq;840;mq;mq;mq;
07149;20231205090000;100640;260;1;270;6.000000;279.950000;278.450000;90;8000;61;6;6;100;8;450;35;mq;mq;99550;mq;mq;360;mq;mq;mq;mq;mq;mq;mq;9.700000;10.900000;-10;2;0.000000;mq;mq;-0.100000;0.200000;5.400000;5.600000;11.400000;mq;mq;mq;mq;7;6;420;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07168;20231205090000;100700;200;1;230;8.700000;278.550000;277.150000;91;19040;61;mq;mq;100;8;450;mq;mq;mq;99260;mq;mq;70;mq;mq;mq;mq;278.150000;mq;mq;12.600000;14.700000;-10;2;0.000000;mq;mq;0.600000;4.200000;4.200000;5.000000;5.600000;mq;mq;mq;mq;7;mq;510;8;mq;720;mq;8;mq;mq;mq;mq;
07181;20231205090000;100660;170;3;220;9.900000;277.650000;275.850000;88;26590;51;mq;mq;100;8;450;mq;mq;mq;96450;mq;mq;-340;mq;mq;mq;mq;277.150000;mq;mq;15.600000;15.600000;-10;mq;mq;mq;mq;-0.100000;0.400000;0.600000;3.000000;5.000000;mq;mq;mq;mq;8;mq;390;mq;mq;mq;mq;mq;mq;mq;mq;mq;
